       0 0.000000        0        0
0.530383 7950755011.149693        0        0
0.689297 7950755011.149693        1        1
0.689487 7950755011.149693        2        2
0.689660 7950755011.149693        3        3
0.689821 7950755011.149693        4        4
0.690016 7950755011.149693        4        4
1.260780 7950755011.149693        4        4
1.278330 7950755011.149693        4        4
1.280550 7950755011.149693        4        4
9.968520 7950755011.149693        4        4
14.778600 7950755011.149693        4        4
16.273900 7950755011.149693        4        4
16.601000 7950755011.149693        4        4
17.123500 7950755011.149693        4        4
17.124300 7950755011.149693        4        4
17.455500 7950755011.149693        4        4
17.673900 7950755011.149693        4        4
17.897000 7950755011.149693        4        4
18.125500 7950755011.149693        4        4
28.922700 7950755011.149693        4        4
29.386200 7950755011.149693        4        4
30.087700 7950755011.149693        4        4
30.088500 7950755011.149693        4        4
30.334600 7950755011.149693        4        4
30.553100 7950755011.149693        4        4
30.776700 7950755011.149693        4        4
31.004800 7950755011.149693        4        4
49.833700 7950755011.149693        4        4
50.394200 7950755011.149693        4        4
50.395100 7950755011.149693        4        4
50.395700 7950755011.149693        4        4
50.396300 7950755011.149693        4        4
50.397500 7950755011.149693        4        4
50.398600 7950755011.149693        4        4
50.407600 7950755011.149693        4        4
