       0 0.000000        0        0
0.412700 9938454052.766981        0        0
0.540493 9938454052.766981        1        1
0.541812 9938454052.766981        2        2
0.542273 9938454052.766981        3        3
0.542430 9938454052.766981        4        4
0.542615 9938454052.766981        4        4
0.946337 9938454052.766981        4        4
0.957198 9938454052.766981        4        4
2.846080 9938454052.766981        4        4
4.158810 9938454052.766981        4        4
4.565620 9938454052.766981        4        4
4.836260 9938454052.766981        4        4
5.405770 9938454052.766981        4        4
5.406460 9938454052.766981        4        4
5.743570 9938454052.766981        4        4
5.963730 9938454052.766981        4        4
6.279670 9938454052.766981        4        4
6.393220 9938454052.766981        4        4
6.848650 9938454052.766981        4        4
6.849360 9938454052.766981        4        4
7.136990 9938454052.766981        4        4
7.357700 9938454052.766981        4        4
8.226740 9938454052.766981        4        4
9.028660 9938454052.766981        4        4
9.029350 9938454052.766981        4        4
9.029850 9938454052.766981        4        4
9.030360 9938454052.766981        4        4
9.035040 9938454052.766981        4        4
