       0 0.000000        0        0
0.228534 17037362403.332937        0        0
0.304295 17037362403.332937        1        1
0.306161 17037362403.332937        2        2
0.306316 17037362403.332937        3        3
0.306473 17037362403.332937        4        4
0.360995 17037362403.332937        4        4
0.375535 17037362403.332937        4        4
0.446486 17037362403.332937        4        4
0.461086 17037362403.332937        4        4
0.464049 17037362403.332937        4        4
0.588683 17037362403.332937        4        4
0.657693 17037362403.332937        4        4
0.827554 17037362403.332937        4        4
0.835802 17037362403.332937        4        4
0.839489 17037362403.332937        4        4
0.845100 17037362403.332937        4        4
0.845187 17037362403.332937        4        4
0.847556 17037362403.332937        4        4
0.898266 17037362403.332937        4        4
