       0 0.000000        0        0
23.474700 4704589172.849684        0        0
95.424900 4704589172.849684        1        1
95.427400 4704589172.849684        1        1
95.428000 4704589172.849684        2        2
95.429700 4704589172.849684        3        3
95.431400 4704589172.849684        4        4
95.432900 4704589172.849684        5        5
95.434000 4704589172.849684        6        6
95.435400 4704589172.849684        7        7
95.436800 4704589172.849684        8        8
97.608300 4704589172.849684        9        9
97.610900 4704589172.849684       10       10
97.614100 4704589172.849684       11       11
97.616700 4704589172.849684       12       12
97.619100 4704589172.849684       13       13
97.621700 4704589172.849684       14       14
97.624000 4704589172.849684       15       15
97.626200 4704589172.849684       16       16
97.740600 4704589172.849684       17       17
97.742600 4704589172.849684       18       18
97.755800 4704589172.849684       19       19
97.758900 4704589172.849684       20       20
102.227000 4704589172.849684       21       21
102.230000 4704589172.849684       22       22
102.232000 4704589172.849684       23       23
102.236000 4704589172.849684       24       24
102.239000 4704589172.849684       25       25
102.243000 4704589172.849684       26       26
102.246000 4704589172.849684       27       27
102.249000 4704589172.849684       28       28
102.462000 4704589172.849684       29       29
102.465000 4704589172.849684       30       30
102.468000 4704589172.849684       31       31
102.472000 4704589172.849684       32       32
102.476000 4704589172.849684       33       33
102.478000 4704589172.849684       34       34
102.487000 4704589172.849684       35       35
102.496000 4704589172.849684       36       36
102.590000 4704589172.849684       37       37
102.591000 4704589172.849684       38       38
112.843000 4704589172.849684       39       39
112.845000 4704589172.849684       40       40
112.848000 4704589172.849684       41       41
112.850000 4704589172.849684       42       42
112.852000 4704589172.849684       43       43
112.855000 4704589172.849684       44       44
112.858000 4704589172.849684       45       45
112.861000 4704589172.849684       46       46
113.062000 4704589172.849684       47       47
113.079000 4704589172.849684       48       48
113.084000 4704589172.849684       49       49
113.093000 4704589172.849684       50       50
113.095000 4704589172.849684       51       51
113.098000 4704589172.849684       52       52
113.107000 4704589172.849684       53       53
113.116000 4704589172.849684       54       54
113.309000 4704589172.849684       55       55
113.321000 4704589172.849684       56       56
113.324000 4704589172.849684       57       57
113.328000 4704589172.849684       58       58
113.341000 4704589172.849684       59       59
113.347000 4704589172.849684       60       60
113.350000 4704589172.849684       61       61
113.359000 4704589172.849684       62       62
113.458000 4704589172.849684       63       63
113.461000 4704589172.849684       64       64
113.462000 4704589172.849684       65       65
136.971000 4704589172.849684       66       66
136.983000 4704589172.849684       67       67
136.985000 4704589172.849684       68       68
136.988000 4704589172.849684       69       69
136.994000 4704589172.849684       70       70
136.997000 4704589172.849684       71       71
137.000000 4704589172.849684       72       72
137.003000 4704589172.849684       73       73
137.207000 4704589172.849684       74       74
137.220000 4704589172.849684       75       75
137.222000 4704589172.849684       76       76
137.225000 4704589172.849684       77       77
137.228000 4704589172.849684       78       78
137.232000 4704589172.849684       79       79
137.240000 4704589172.849684       80       80
137.249000 4704589172.849684       81       81
137.443000 4704589172.849684       82       82
137.449000 4704589172.849684       83       83
137.452000 4704589172.849684       84       84
137.471000 4704589172.849684       85       85
137.474000 4704589172.849684       86       86
137.480000 4704589172.849684       87       87
137.494000 4704589172.849684       88       88
137.500000 4704589172.849684       89       89
137.694000 4704589172.849684       90       90
137.697000 4704589172.849684       91       91
137.701000 4704589172.849684       92       92
137.714000 4704589172.849684       93       93
137.721000 4704589172.849684       94       94
137.726000 4704589172.849684       95       95
137.741000 4704589172.849684       96       96
137.746000 4704589172.849684       97       97
137.939000 4704589172.849684       98       98
137.946000 4704589172.849684       99       99
137.948000 4704589172.849684      100      100
137.961000 4704589172.849684      101      101
137.968000 4704589172.849684      102      102
137.970000 4704589172.849684      103      103
137.979000 4704589172.849684      104      104
137.980000 4704589172.849684      105      105
190.236000 4704589172.849684      106      106
190.239000 4704589172.849684      107      107
190.241000 4704589172.849684      108      108
190.246000 4704589172.849684      109      109
190.249000 4704589172.849684      110      110
190.252000 4704589172.849684      111      111
190.255000 4704589172.849684      112      112
190.258000 4704589172.849684      113      113
190.464000 4704589172.849684      114      114
190.467000 4704589172.849684      115      115
190.479000 4704589172.849684      116      116
190.482000 4704589172.849684      117      117
190.489000 4704589172.849684      118      118
190.503000 4704589172.849684      119      119
190.506000 4704589172.849684      120      120
190.509000 4704589172.849684      121      121
190.700000 4704589172.849684      122      122
190.714000 4704589172.849684      123      123
190.717000 4704589172.849684      124      124
190.725000 4704589172.849684      125      125
190.728000 4704589172.849684      126      126
190.730000 4704589172.849684      127      127
190.750000 4704589172.849684      128      128
190.759000 4704589172.849684      129      129
190.938000 4704589172.849684      130      130
190.948000 4704589172.849684      131      131
190.967000 4704589172.849684      132      132
190.969000 4704589172.849684      133      133
190.973000 4704589172.849684      134      134
190.977000 4704589172.849684      135      135
190.996000 4704589172.849684      136      136
191.006000 4704589172.849684      137      137
191.184000 4704589172.849684      138      138
191.198000 4704589172.849684      139      139
191.201000 4704589172.849684      140      140
191.211000 4704589172.849684      141      141
191.221000 4704589172.849684      142      142
191.224000 4704589172.849684      143      143
191.243000 4704589172.849684      144      144
191.252000 4704589172.849684      145      145
191.428000 4704589172.849684      146      146
191.438000 4704589172.849684      147      147
191.447000 4704589172.849684      148      148
191.458000 4704589172.849684      149      149
191.470000 4704589172.849684      150      150
191.472000 4704589172.849684      151      151
191.489000 4704589172.849684      152      152
191.499000 4704589172.849684      153      153
191.676000 4704589172.849684      154      154
191.683000 4704589172.849684      155      155
191.692000 4704589172.849684      156      156
191.700000 4704589172.849684      157      157
191.720000 4704589172.849684      158      158
191.723000 4704589172.849684      159      159
191.734000 4704589172.849684      160      160
191.737000 4704589172.849684      161      161
191.740000 4704589172.849684      161      161
