a82eed7c7ce52f4f 29197080.291971 16564072.939895 16632034.266667 16455161.602013 16808906.931320
25871906d7024187 26281208.935611 16564072.939895 16626715.800000 16562159.890100 16691271.709900
4f50d2bf86593c0f 24645717.806531 16564072.939895 16631522.433333 16475780.643509 16787264.223158
11e7858a303f6eb6 24645717.806531 16564072.939895 16633540.300000 16472706.802668 16794373.797332
