       0 0.000000        0        0
0.341442 11926132516.724537        0        0
0.450126 11926132516.724537        1        1
0.450692 11926132516.724537        2        2
0.453251 11926132516.724537        3        3
0.453433 11926132516.724537        4        4
0.453641 11926132516.724537        4        4
0.741987 11926132516.724537        4        4
1.511690 11926132516.724537        4        4
1.694040 11926132516.724537        4        4
2.310070 11926132516.724537        4        4
2.392320 11926132516.724537        4        4
2.837470 11926132516.724537        4        4
2.838020 11926132516.724537        4        4
3.018740 11926132516.724537        4        4
3.318040 11926132516.724537        4        4
3.343540 11926132516.724537        4        4
3.844440 11926132516.724537        4        4
4.148920 11926132516.724537        4        4
4.210950 11926132516.724537        4        4
4.211480 11926132516.724537        4        4
4.213810 11926132516.724537        4        4
