       0 0.000000        0        0
0.117136 27546628407.460548        0        0
0.153081 27546628407.460548        1        0
0.153264 27546628407.460548        1        0
0.153471 27546628407.460548        2        2
0.153613 27546628407.460548        2        2
0.153756 27546628407.460548        2        2
0.154002 27546628407.460548        2        2
0.155464 27546628407.460548        2        2
0.168271 27546628407.460548        3        3
0.168439 27546628407.460548        3        3
0.168652 27546628407.460548        3        3
0.168798 27546628407.460548        4        4
0.168943 27546628407.460548        4        4
0.169176 27546628407.460548        4        4
0.192877 27546628407.460548        4        4
