       0 0.000000        0        0
0.137073 25263157894.736843        0        0
0.183594 25263157894.736843        1        0
0.183800 25263157894.736843        1        0
0.184132 25263157894.736843        2        2
0.184330 25263157894.736843        2        2
0.195315 25263157894.736843        2        2
0.207586 25263157894.736843        2        2
0.207664 25263157894.736843        2        2
0.208024 25263157894.736843        2        2
0.208162 25263157894.736843        2        2
0.210037 25263157894.736843        3        3
0.210313 25263157894.736843        3        3
0.215646 25263157894.736843        3        3
0.215727 25263157894.736843        3        3
0.227920 25263157894.736843        4        4
0.228093 25263157894.736843        4        4
0.228447 25263157894.736843        4        4
0.228843 25263157894.736843        4        4
0.272903 25263157894.736843        4        4
