       0 0.000000        0        0
1.124080 21379310344.827587        0        0
2.353610 21448648648.648647        0        0
2.357200 21659388646.288212        0        0
2.357380 21730558598.028477        0        0
2.421940 21754385964.912281        0        0
2.451600 21818181818.181820        0        0
2.458740 21826182618.261826        0        0
2.459030 21917808219.178085        0        0
2.460300 21922651933.701656        0        0
2.460460 22119815668.202763        0        0
2.460590 22222222222.222221        0        0
2.460670 22468856172.140430        0        0
2.460740 22494331065.759636        0        0
2.472740 22571103526.734924        0        0
2.603070 22596810933.940773        0        0
2.645770 22778415614.236511        0        0
2.646570 22802850356.294537        0        0
2.646720 22950819672.131149        0        0
2.649280 22962962962.962963        0        0
2.677470 23021582733.812950        0        0
2.692740 23045267489.711933        0        0
2.693020 23092783505.154640        0        0
2.693280 23116615067.079464        0        0
2.728540 23188405797.101448        0        0
2.736390 23212435233.160622        0        0
2.758690 23236514522.821575        0        0
3.030710 23284823284.823288        0        0
3.078640 23309053069.719044        0        0
3.079130 23333333333.333336        0        0
3.079300 23382045929.018791        0        0
3.092570 23406478578.892372        0        0
3.103760 23443223443.223442        0        0
3.107870 23480083857.442348        0        0
3.122550 23504721930.745018        0        0
3.123000 23578947368.421055        0        0
3.136680 23678646934.460888        0        0
3.137070 24019370460.048424        0        0
3.137190 24048484848.484848        0        0
3.143770 24086021505.376343        0        0
3.165620 24163969795.037758        0        0
3.166050 24242424242.424244        0        0
3.933750 24347826086.956520        0        0
3.967040 24374319912.948860        0        0
3.975870 24375000000.000000        0        0
3.982920 24446620959.843292        0        0
4.015580 24454148471.615719        0        0
4.028640 24458598726.114647        0        0
4.028830 24470588235.294117        0        0
4.046410 24480874316.939892        0        0
4.047460 24518664047.151276        0        0
4.065090 24542772861.356934        0        0
4.111110 24561403508.771931        0        0
4.133060 24591133004.926109        0        0
4.151620 24615384615.384613        0        0
4.204820 24639684106.614017        0        0
4.215970 24642464246.424641        0        0
4.218080 24664031620.553360        0        0
4.235990 24669603524.229073        0        0
4.245470 24688427299.703262        0        0
4.266210 24696802646.085999        0        0
4.266360 24712871287.128716        0        0
5.499650 24737363726.461842        0        0
5.526960 24751381215.469612        0        0
5.534850 24761904761.904762        0        0
5.535020 24786494538.232376        0        0
5.585990 24806201550.387596        0        0
5.586190 24811133200.795227        0        0
5.630090 24835820895.522385        0        0
5.636660 24838292367.399742        0        0
5.643270 24861265260.821308        0        0
5.650030 24885343968.095711        0        0
5.683950 24888888888.888885        0        0
5.684170 24910179640.718563        0        0
5.706590 24935064935.064934        0        0
5.717010 24984984984.984985        0        0
5.746710 25010020040.080158        0        0
6.219780 25085427135.678391        0        0
6.221080 25110663983.903423        0        0
6.251430 25186680121.089809        0        0
6.254770 25196850393.700787        0        0
6.254900 25288753799.392097        0        0
6.255020 25521472392.638035        0        0
6.267290 25600000000.000000        0        0
6.298600 25671641791.044773        0        0
6.305220 25679012345.679012        0        0
6.334070 25705458290.422245        0        0
6.356950 25743685687.558468        0        0
6.403650 25767790262.172283        0        0
6.415620 25785123966.942150        0        0
6.469580 25811789038.262669        0        0
6.490470 25816135084.427765        0        0
6.549910 25836216839.677048        0        0
6.550110 25840375586.854462        0        0
6.594550 25865284974.093266        0        0
10.741900 25888993414.863594        0        0
10.792200 25892116182.572613        0        0
10.838100 25913370998.116760        0        0
11.000300 25937794533.459003        0        0
11.017200 25955967555.040558        0        0
11.036800 25962264150.943394        0        0
11.063300 25972944849.115501        0        0
11.106900 25986779981.114258        0        0
11.228000 26000000000.000000        0        0
11.272200 26011342155.009453        0        0
11.417900 26035950804.162727        0        0
11.418700 26054279749.478077        0        0
11.431200 26060606060.606060        0        0
11.475200 26081504702.194359        0        0
11.561500 26085308056.872040        0        0
11.728700 26108786610.878658        0        0
11.732400 26110056925.996204        0        0
11.824300 26134852801.519470        0        0
11.837800 26136125654.450264        0        0
11.837900 26159695817.490494        0        0
14.235900 26163522012.578617        0        0
14.283400 26184586108.468128        0        0
14.405200 26190975865.687305        0        0
14.463700 26198830409.356728        0        0
14.468600 26209523809.523808        0        0
14.541500 26234509056.244041        0        0
14.553600 26246056782.334389        0        0
14.553700 26259541984.732826        0        0
14.648000 26273684210.526318        0        0
14.667000 26284622731.614136        0        0
14.755700 26301369863.013699        0        0
14.785800 26309751434.034416        0        0
14.853600 26329113924.050636        0        0
14.853700 26360153256.704979        0        0
14.911000 26384778012.684990        0        0
14.936700 26385426653.883030        0        0
15.034700 26410748560.460651        0        0
15.057000 26440677966.101696        0        0
15.057200 26461538461.538460        0        0
15.107700 26487006737.247353        0        0
15.174600 26496815286.624207        0        0
15.183300 26563706563.706566        0        0
15.217200 26589371980.676331        0        0
15.237100 26666666666.666664        0        0
15.256400 26770428015.564201        0        0
15.257700 26822612085.769981        0        0
15.287500 26838709677.419357        0        0
15.287700 26857142857.142860        0        0
15.303300 26901270772.238510        0        0
15.304400 26927592954.990215        0        0
15.305600 26929274843.330349        0        0
15.372600 26953405017.921150        0        0
15.375900 26980392156.862747        0        0
15.410400 27001795332.136448        0        0
15.500400 27006869479.882233        0        0
15.537700 27026055705.300987        0        0
15.619500 27059980334.316616        0        0
17.896100 27074707470.747070        0        0
18.032900 27086614173.228348        0        0
18.123700 27099099099.099098        0        0
18.375900 27113300492.610836        0        0
18.407100 27123534715.960323        0        0
18.449500 27148014440.433216        0        0
18.506500 27166831194.471867        0        0
18.591700 27172538392.050587        0        0
18.932300 27193675889.328064        0        0
19.067300 27197106690.777576        0        0
19.307100 27220573689.416420        0        0
19.319300 27221719457.013577        0        0
19.361800 27246376811.594200        0        0
