       0 0.000000        0        0
0.181265 21548821548.821552        0        0
0.246594 21548821548.821552        1        0
0.246838 21548821548.821552        1        0
0.247379 21548821548.821552        2        2
0.247596 21548821548.821552        2        2
0.257932 21548821548.821552        2        2
0.297211 21548821548.821552        2        2
0.306772 21548821548.821552        2        2
0.394738 21548821548.821552        2        2
0.408177 21548821548.821552        3        3
0.409128 21548821548.821552        4        4
0.429017 21548821548.821552        4        4
0.441986 21548821548.821552        4        4
0.453616 21548821548.821552        4        4
0.454714 21548821548.821552        4        4
0.455374 21548821548.821552        4        4
0.455554 21548821548.821552        4        4
0.456139 21548821548.821552        4        4
0.457384 21548821548.821552        4        4
0.458551 21548821548.821552        4        4
0.459450 21548821548.821552        4        4
0.485665 21548821548.821552        4        4
